DATA ZAWARCIA TRANSAKCJI,MIASTO,DZIELNICA,ULICA,RODZAJ RYNKU,CENA NABYCIA,POWIERZCHNIA MIESZKANIA,CENA ZA 1 MKW,POŁOŻENIE NA KONDYGNACJI,OBECNOŚĆ MIEJSCA PARKINGOWEGO,STANDARD,ROK BUDOWY,ROK BUDOWY
2016 11 08,Gdynia, Cisowa,Kcyńska,RYNEK WTÓRNY,229000,73.7,4205.69877883311,12,BRAK MP,NISKI,80,2
2016 11 08,Gdynia, Redłowo,Korczaka,RYNEK WTÓRNY,575000,100.06,6766.42014791125,5,BRAK MP,PRZECIĘTNY,70-80,2
2016 11 08,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,410000,76.45,6450.75212557227,1,BRAK MP,PRZECIĘTNY,70-80,2
2016 11 08,Gdynia, Redłowo,Korczaka,RYNEK WTÓRNY,682000,125.55,6407.32775786539,5,BRAK MP,PRZECIĘTNY,70-80,2
2016 11 08,Sopot, Sopot,Parkowa,RYNEK WTÓRNY,898000,134.97,7616.32955471586,3,BRAK MP,DOBRY,30,1
2016 11 08,Sopot, Sopot,Kościuszki,RYNEK WTÓRNY,880000,132.77,7593.7033968517,3,BRAK MP,DOBRY,40-50,1
2016 11 08,Gdynia, Śródmieście z Portem,Zygmunta Augusta,RYNEK WTÓRNY,755000,64.94,12764.8906683092,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2015,3
2016 11 08,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,1259108.91,101.37,13437.9491960146,4,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2015,3
2016 11 08,Gdynia, Wielki Kack,Solna,RYNEK WTÓRNY,480000,83.45,6815.57819053325,3,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2016 11 08,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,330000,70.75,5775.26501766784,3,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2016 11 08,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,510000,116.65,5360.65152164595,4,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2017 07 06,Gdynia, Wzgórze Św. Maksymiliana,Śniadeckich,RYNEK WTÓRNY,600000,61.54,10907.247318817,4,BRAK MP,BARDZO DOBRY,60-70,1
2016 11 08,Gdynia, Witomino,II Morskiego Pułku Strzelców,RYNEK WTÓRNY,278000,52.85,6476.44276253548,2,BRAK MP,PRZECIĘTNY,70-80,2
2016 11 23,Gdynia, Pustki Cisowskie,Borowikowa,RYNEK WTÓRNY,345000,63.76,6555.95984943538,3,BRAK MP,PRZECIĘTNY,80,2
2016 11 24,Gdynia, Dąbrowa,Słonecznikowa,RYNEK WTÓRNY,340000,55.65,7304.94159928122,1,BRAK MP,DOBRY,40-50,1
2016 11 24,Sopot, Sopot,Winieckigo,RYNEK WTÓRNY,901611,101.27,9920.28241335045,1,BRAK MP,BARDZO DOBRY,30,1
2016 11 24,Gdynia, Karwiny,Buraczana,RYNEK WTÓRNY,699000,115.16,7060.85446335533,5,MIEJSCE NAZIEMNE,DOBRY,70-80,2
2016 11 24,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,250000,63.95,5053.32290852228,1,BRAK MP,PRZECIĘTNY,80,2
2016 11 24,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,320000,63.96,6147.09193245779,4,BRAK MP,PRZECIĘTNY,80,2
2016 11 24,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,360000,71.35,6153.88927820603,2,BRAK MP,PRZECIĘTNY,40-50,1
2016 11 25,Sopot, Sopot,Sobieskiego,RYNEK WTÓRNY,610000,51.55,13059.9418040737,1,BRAK MP,BARDZO DOBRY,30,1
2016 11 25,Gdynia, Pustki Cisowskie,Jastrzębia,RYNEK WTÓRNY,275000,63.76,5458.09284818068,4,BRAK MP,PRZECIĘTNY,80,2
2016 11 28,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,630000,71.92,9865.62847608454,11,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2016 11 28,Sopot, Sopot,Haffnera,RYNEK WTÓRNY,770000,77.13,11068.3780630105,1,BRAK MP,BARDZO DOBRY,40-50,1
2016 11 28,Gdynia, Chwarzno-Wiczlino,Zaruskiego Gen.,RYNEK WTÓRNY,570000,76.35,8553.76555337263,4,BRAK MP,DOBRY,2015,3
2016 11 28,Gdynia, Oksywie,Gen. Karpińskiego,RYNEK PIERWOTNY,504581.123532069,91.16,6576.44935862296,7,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2017 03 14,Gdynia, Orłowo,Balladyny,RYNEK WTÓRNY,550000,96.45,6730.53395541731,3,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,2010,3
2016 11 28,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,356000,49.78,8393.41100843712,1,BRAK MP,DOBRY,70-80,2
2016 11 28,Sopot, Sopot,Władysława IV,RYNEK WTÓRNY,700000,92.25,8626.55826558266,1,BRAK MP,DOBRY,30,1
2016 11 28,Gdynia, Obłuże,Perłowa,RYNEK WTÓRNY,185000,54.18,4620.59800664452,1,BRAK MP,PRZECIĘTNY,80,2
2016 11 28,Gdynia, Cisowa,Chylońska,RYNEK WTÓRNY,360000,69.02,6334.62764416111,3,BRAK MP,PRZECIĘTNY,80,2
2016 11 28,Gdynia, Dąbrowa,Kolendrowa,RYNEK WTÓRNY,300000,66.65,5631.20780195049,5,BRAK MP,PRZECIĘTNY,40-50,1
2016 11 28,Gdynia, Karwiny,Brzechwy,RYNEK WTÓRNY,320000,70.58,5645.56531595353,2,BRAK MP,PRZECIĘTNY,70-80,2
2016 11 28,Gdynia, Pustki Cisowskie,Berberysowa,RYNEK WTÓRNY,279000,63.76,5520.82810539523,3,BRAK MP,PRZECIĘTNY,80,2
2016 11 28,Sopot, Sopot,Kraszewskiego,RYNEK WTÓRNY,345000,54.81,7495.85841999635,1,BRAK MP,DOBRY,70-80,2
2016 11 28,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,400000,87.85,5603.64257256688,2,BRAK MP,PRZECIĘTNY,40-50,1
2016 11 29,Sopot, Sopot,Lipowa,RYNEK WTÓRNY,1850000,138.45,14321.1267605634,3,BRAK MP,WYSOKI,40-50,1
2016 11 29,Sopot, Sopot,Bolesława Chrobrego,RYNEK WTÓRNY,1050000,95.7,12001.6718913271,2,BRAK MP,BARDZO DOBRY,40-50,1
2016 11 29,Gdynia, Mały Kack,Orańska,RYNEK PIERWOTNY,462962.96,88.59,6274.2404334575,1,GARAŻ JEDNOSTANOWISKOWY,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 11 29,Sopot, Sopot,Helska,RYNEK WTÓRNY,935000,96.25,10742.8571428571,1,BRAK MP,BARDZO DOBRY,40-50,1
2016 11 29,Gdynia, Śródmieście z Portem,Starowiejska,RYNEK WTÓRNY,605000,87.69,7950.18816284639,7,BRAK MP,DOBRY,40-50,1
2016 11 29,Gdynia, Wielki Kack,Ks. Siega,RYNEK WTÓRNY,565000,84.41,7754.15235161711,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2001,3
2017 09 05,Gdynia, Wzgórze Św. Maksymiliana,Grottgera,RYNEK WTÓRNY,965000,98.5,10820.3045685279,3,BRAK MP,BARDZO DOBRY,60-70,1
2018 07 31,Gdynia, Wzgórze Św. Maksymiliana,Świętojańska,RYNEK WTÓRNY,259000,28.4,10694.3661971831,2,BRAK MP,BARDZO DOBRY,60-70,1
2016 11 30,Sopot, Sopot,Morska,RYNEK WTÓRNY,2450000,118.02,21745.6024402644,1,BRAK MP,WYSOKI,60-70,1
2016 11 30,Sopot, Sopot,Książąt Pomorskich,RYNEK WTÓRNY,895000,86.64,11384.025854109,3,BRAK MP,BARDZO DOBRY,40-50,1
2016 11 30,Gdynia, Orłowo,Bernadowska,RYNEK PIERWOTNY,701770.26,91.85,8679.91573217202,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 11 30,Gdynia, Pustki Cisowskie,Modrzewiowa,RYNEK WTÓRNY,690000,114.3,7029.22134733158,6,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2010,3
2016 11 30,Gdynia, Kamienna Góra,Mickiewicza,RYNEK WTÓRNY,660000,88.65,8493.17540891145,1,BRAK MP,DOBRY,70-80,2
2018 06 06,Gdynia, Orłowo,Bernadowska,RYNEK WTÓRNY,420000,57.65,8466.95576756288,2,BRAK MP,DOBRY,2010,3
2016 11 30,Gdynia, Orłowo,Bernadowska,RYNEK WTÓRNY,840000,101.26,9312.73948252025,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2010,3
2016 11 30,Gdynia, Redłowo,Korczaka,RYNEK WTÓRNY,440000,74.95,6964.10940627085,7,BRAK MP,DOBRY,70-80,2
2016 11 30,Sopot, Sopot,Haffnera,RYNEK WTÓRNY,1050000,110.75,10479.4582392777,3,BRAK MP,BARDZO DOBRY,40-50,1
2016 11 30,Sopot, Sopot,Pułaskiego,RYNEK WTÓRNY,698000,77.45,10096.3202065849,1,BRAK MP,BARDZO DOBRY,30,1
2016 11 30,Sopot, Sopot,Bohaterów Monte Cassino,RYNEK WTÓRNY,500000,57.16,9932.26032190343,2,BRAK MP,BARDZO DOBRY,40-50,1
2016 11 30,Sopot, Sopot,Syrokomli,RYNEK WTÓRNY,900000,110.44,9148.42448388265,1,BRAK MP,DOBRY,30,1
2016 11 30,Sopot, Sopot,Dębowa,RYNEK WTÓRNY,450000,59.22,8770.28031070584,3,BRAK MP,DOBRY,40-50,1
2016 11 30,Gdynia, Pustki Cisowskie,Skarbka,RYNEK WTÓRNY,390000,76.01,6220.3394290225,2,BRAK MP,PRZECIĘTNY,2010,3
2016 11 30,Gdynia, Dąbrowa,Rdestowa,RYNEK WTÓRNY,548000,105.95,6179.89617744219,4,BRAK MP,PRZECIĘTNY,2010,3
2016 11 30,Gdynia, Dąbrowa,Szafranowa,RYNEK WTÓRNY,383000,105.65,4633.41221012778,4,BRAK MP,PRZECIĘTNY,40-50,1
2016 11 30,Gdynia, Działki Leśne,Szczecińska,RYNEK WTÓRNY,345000,66.35,6331.27354935946,2,BRAK MP,PRZECIĘTNY,50-60,1
2016 11 30,Gdynia, Działki Leśne,Śląska,RYNEK WTÓRNY,394000,91.23,5359.90354050203,6,BRAK MP,PRZECIĘTNY,50-60,1
2016 11 30,Gdynia, Działki Leśne,Kwidzyńska,RYNEK WTÓRNY,450000,112.75,4986.25277161863,2,BRAK MP,PRZECIĘTNY,50-60,1
2016 11 30,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,295000,59.43,6134.00639407707,11,BRAK MP,PRZECIĘTNY,80,2
2016 11 30,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,740741.09,91.13,9169.81334357511,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,40-50,1
2016 11 30,Gdynia, Śródmieście z Portem,Abrahama,RYNEK WTÓRNY,810000,97.42,9340.34079244508,3,BRAK MP,DOBRY,40-50,1
2016 11 30,Gdynia, Śródmieście z Portem,Hryniewickiego,RYNEK WTÓRNY,960000,74.95,13902.0680453636,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2015,3
2016 11 30,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,595000,107.75,6526.2180974478,4,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2016 11 30,Gdynia, Witomino,Niska,RYNEK WTÓRNY,620000,83.85,8456.52951699463,4,BRAK MP,DOBRY,2010,3
2018 08 27,Gdynia, Wzgórze Św. Maksymiliana,Świętojańska,RYNEK WTÓRNY,280000,31.81,10293.8698522477,2,BRAK MP,BARDZO DOBRY,60-70,1
2016 11 08,Gdynia, Wzgórze Św. Maksymiliana,Ujejskiego,RYNEK WTÓRNY,584900,64.9,10151.3097072419,4,BRAK MP,BARDZO DOBRY,60-70,1
2017 08 07,Gdynia, Wzgórze Św. Maksymiliana,Batalionów Chłopskich,RYNEK WTÓRNY,425000,48.01,10110.5602999375,2,BRAK MP,BARDZO DOBRY,60-70,1
2016 11 30,Sopot, Sopot,Kubacza,RYNEK WTÓRNY,800000,129.19,7162.72157287716,3,BRAK MP,DOBRY,40-50,1
2016 11 30,Sopot, Sopot,Wejherowska,RYNEK WTÓRNY,358900,60.75,7069.95884773663,1,BRAK MP,DOBRY,70-80,2
2016 12 06,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,492000,53.5,10407.476635514,3,BRAK MP,BARDZO DOBRY,2010,3
2016 12 06,Gdynia, Mały Kack,Leśna,RYNEK WTÓRNY,492000,75.39,7617.88035548481,2,BRAK MP,DOBRY,2010-2015,3
2016 12 06,Gdynia, Witomino,Widna,RYNEK WTÓRNY,228000,55.65,5292.36298292902,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 09 07,Gdynia, Wzgórze Św. Maksymiliana,Norwida,RYNEK WTÓRNY,260000,30.43,10067.170555373,6,BRAK MP,BARDZO DOBRY,2010,3
2016 12 07,Sopot, Sopot,Herberta,RYNEK WTÓRNY,1590000,111.85,15212.1591417076,1,BRAK MP,WYSOKI,40-50,1
2016 12 07,Gdynia, Dąbrowa,Poziomkowa,RYNEK WTÓRNY,460000,89.05,6212.68950028074,2,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 09,Sopot, Sopot,Bohaterów Monte Cassino,RYNEK WTÓRNY,772800,52.05,16069.9327569645,3,BRAK MP,WYSOKI,40-50,1
2016 12 09,Sopot, Sopot,Władysława Łokietka,RYNEK WTÓRNY,1076000,93.65,12524.5061398825,2,BRAK MP,BARDZO DOBRY,2015,3
2016 12 09,Gdynia, Śródmieście z Portem,3 Maja,RYNEK WTÓRNY,345000,79.11,5439.11009986095,4,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 09,Gdynia, Wzgórze Św. Maksymiliana,Norwida,RYNEK WTÓRNY,1460000,116.29,13544.002063806,8,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2016 12 09,Gdynia, Orłowo,Orłowska,RYNEK PIERWOTNY,1573379.63,111.14,15154.6844520425,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 09,Gdynia, Chwarzno-Wiczlino,Filipkowskiego,RYNEK WTÓRNY,394000,57.15,8079.09011373578,3,BRAK MP,DOBRY,2015,3
2016 12 09,Gdynia, Chwarzno-Wiczlino,Filipkowskiego,RYNEK WTÓRNY,485000,70.75,7966.0777385159,1,BRAK MP,DOBRY,2015,3
2016 12 09,Gdynia, Chwarzno-Wiczlino,Baranauskasa Bpa,RYNEK WTÓRNY,471000,69.54,7889.44492378487,3,BRAK MP,DOBRY,2015,3
2016 12 09,Gdynia, Dąbrowa,Słonecznikowa,RYNEK PIERWOTNY,348904.7,60.57,6923.5710747895,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 09,Gdynia, Grabówek,Demela,RYNEK WTÓRNY,425000,61.15,8109.89370400654,3,BRAK MP,DOBRY,2010,3
2016 12 09,Gdynia, Kamienna Góra,I Armii Wojska Polskiego,RYNEK PIERWOTNY,752022.84,92.74,9146.15958593919,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 09,Gdynia, Kamienna Góra,Marszałka Piłsudskiego Al.,RYNEK WTÓRNY,485000,80.61,7089.54224041682,6,BRAK MP,DOBRY,30-40,1
2016 12 09,Gdynia, Karwiny,Gałczyńskiego,RYNEK WTÓRNY,280000,66.95,5310.82897684839,2,BRAK MP,PRZECIĘTNY,70-80,2
2016 12 09,Gdynia, Leszczynki,Pelplińska,RYNEK WTÓRNY,600000,103.17,6828.88436561016,5,BRAK MP,PRZECIĘTNY,2010,3
2016 12 09,Gdynia, Mały Kack,Gedymina,RYNEK WTÓRNY,760000,115.56,7567.04742125303,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2010-2015,3
2016 12 09,Gdynia, Mały Kack,Strzelców,RYNEK WTÓRNY,520000,84.75,7195.2802359882,2,BRAK MP,DOBRY,2010-2015,3
2016 12 09,Gdynia, Mały Kack,Parkowa,RYNEK PIERWOTNY,823148.14,133.15,7147.33864063087,1,GARAŻ JEDNOSTANOWISKOWY,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 09,Gdynia, Oksywie,Płk. Dąbka,RYNEK WTÓRNY,275000,84.24,4325.64102564103,3,BRAK MP,NISKI,80,2
2016 12 09,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,200000,61.05,4436.36363636364,4,BRAK MP,NISKI,80,2
2016 12 09,Gdynia, Orłowo,Świerkowa,RYNEK WTÓRNY,770000,91.85,9422.75449101796,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2010,3
2016 12 09,Sopot, Sopot,Majkowskiego,RYNEK WTÓRNY,620000,64.89,10693.6662043458,3,BRAK MP,BARDZO DOBRY,40-50,1
2016 12 09,Sopot, Sopot,Majkowskiego,RYNEK WTÓRNY,882500,102.25,9645.96577017115,2,BRAK MP,BARDZO DOBRY,40-50,1
2016 12 09,Sopot, Sopot,Bitwy Pod Płowcami,RYNEK WTÓRNY,1000000,129.65,8682.76128037023,3,BRAK MP,DOBRY,40-50,1
2016 12 09,Sopot, Sopot,Mickiewicza,RYNEK WTÓRNY,515000,72.35,8222.25293711126,9,BRAK MP,DOBRY,60-70,1
2016 12 09,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,330000,56.1,7074.50980392157,5,BRAK MP,DOBRY,40-50,1
2016 12 09,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,535000,79.75,7784.32601880878,3,BRAK MP,DOBRY,40-50,1
2016 12 09,Gdynia, Śródmieście z Portem,Wójta Radtkego,RYNEK WTÓRNY,568000,83.1,7899.87966305656,5,BRAK MP,DOBRY,40-50,1
2016 12 09,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,960000,130.15,8345.14022281982,5,BRAK MP,DOBRY,40-50,1
2016 12 09,Gdynia, Wielki Kack,Siega Jana Pawła Ks.,RYNEK WTÓRNY,420000,60.25,8136.09958506224,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2001,3
2016 12 09,Gdynia, Wielki Kack,Szefki,RYNEK WTÓRNY,635000,90.15,8087.85357737105,3,BRAK MP,DOBRY,2001,3
2016 12 09,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,417000,70.55,7022.53720765415,2,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2018 05 18,Gdynia, Wzgórze Św. Maksymiliana,Krasickiego,RYNEK WTÓRNY,475000,54.13,9981.59985220765,6,BRAK MP,BARDZO DOBRY,60-70,1
2016 12 09,Gdynia, Oksywie,Benisławskiego,RYNEK WTÓRNY,490000,129.74,4746.35424695545,5,BRAK MP,PRZECIĘTNY,2010,3
2016 12 09,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,244876,63.75,4986.29019607843,3,BRAK MP,PRZECIĘTNY,80,2
2016 12 09,Gdynia, Pustki Cisowskie,Modrzewiowa,RYNEK WTÓRNY,338000,67.37,6143.62475879472,1,BRAK MP,PRZECIĘTNY,2010,3
2016 12 09,Gdynia, Dąbrowa,Szafranowa,RYNEK WTÓRNY,341000,66.55,6254.54545454545,3,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 09,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,300000,75.75,5050.82508250825,1,BRAK MP,PRZECIĘTNY,60-70,1
2016 12 09,Gdynia, Kamienna Góra,I Armii Wojska Polskiego,RYNEK PIERWOTNY,416666.67,72.2,6875.71565096953,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,30-40,1
2016 12 09,Gdynia, Karwiny,Buraczana,RYNEK WTÓRNY,400000,63.9,7404.06885758998,4,BRAK MP,DOBRY,70-80,2
2016 12 09,Gdynia, Leszczynki,Stoigniewa,RYNEK WTÓRNY,310000,58.72,6453.95095367848,2,BRAK MP,PRZECIĘTNY,70-80,2
2016 12 09,Gdynia, Leszczynki,Gen. Orlicz - Dreszera,RYNEK WTÓRNY,320000,69.1,5749.3487698987,2,BRAK MP,PRZECIĘTNY,70-80,2
2016 12 09,Gdynia, Mały Kack,Miła,RYNEK WTÓRNY,385000,90.07,5318.70767181081,1,BRAK MP,PRZECIĘTNY,2010-2015,3
2016 12 09,Gdynia, Pogórze,Ppłk Pruszkowskiego,RYNEK WTÓRNY,285000,65.05,5519.44657955419,6,BRAK MP,PRZECIĘTNY,80,2
2016 12 09,Gdynia, Obłuże,Sucharskiego,RYNEK WTÓRNY,380000,63.75,7105.88235294118,2,BRAK MP,DOBRY,80,2
2016 12 09,Gdynia, Cisowa,Kcyńska,RYNEK WTÓRNY,225000,65,4600,8,BRAK MP,PRZECIĘTNY,80,2
2016 12 09,Gdynia, Redłowo,Kaczewska,RYNEK WTÓRNY,440000,92.05,5819.01140684411,3,BRAK MP,PRZECIĘTNY,70-80,2
2016 12 09,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,465000,71.38,7622.63939478846,4,BRAK MP,DOBRY,60-70,1
2016 12 09,Sopot, Sopot,Sienkiewicza,RYNEK WTÓRNY,535000,82,7592.68292682927,2,BRAK MP,DOBRY,30,1
2016 12 09,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,590000,91.98,7453.62035225049,3,BRAK MP,DOBRY,60-70,1
2016 12 09,Sopot, Sopot,Cieszyńskiego,RYNEK WTÓRNY,400000,63.75,7419.60784313726,7,BRAK MP,DOBRY,70-80,2
2016 12 09,Gdynia, Wielki Kack,Damroki,RYNEK WTÓRNY,302500,53.8,6831.59851301115,2,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 09,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,473500,86.53,6526.33768635155,3,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2016 12 09,Gdynia, Wielki Kack,Damroki,RYNEK WTÓRNY,280000,60.05,5829.14238134888,1,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 09,Sopot, Sopot,Sobieskiego,RYNEK WTÓRNY,690000,111.19,7203.45354798093,1,BRAK MP,DOBRY,30,1
2016 12 09,Sopot, Sopot,Syrokomli,RYNEK WTÓRNY,685000,131.19,6189.13026907539,1,BRAK MP,PRZECIĘTNY,30,1
2016 12 23,Gdynia, Orłowo,Spacerowa,RYNEK WTÓRNY,970000,109.05,9896.74461256305,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2016 11 08,Gdynia, Orłowo,Bernadowska,RYNEK WTÓRNY,462500,57.95,9160.65573770492,2,BRAK MP,DOBRY,2010,3
2016 12 23,Sopot, Sopot,Grunwaldzka,RYNEK WTÓRNY,2550000,148.75,18090.756302521,1,BRAK MP,WYSOKI,40-50,1
2016 12 23,Sopot, Sopot,Żeromskiego,RYNEK WTÓRNY,1530000,105.55,15503.9317858835,1,BRAK MP,WYSOKI,30,1
2016 12 23,Sopot, Sopot,Grunwaldzka,RYNEK WTÓRNY,1580000,113.99,14853.8643740679,3,BRAK MP,WYSOKI,40-50,1
2016 12 23,Sopot, Sopot,Parkowa,RYNEK WTÓRNY,810000,66.55,13301.8782870023,1,BRAK MP,BARDZO DOBRY,30,1
2016 12 23,Sopot, Sopot,Majkowskiego,RYNEK WTÓRNY,1220000,102.25,12946.6992665037,2,BRAK MP,BARDZO DOBRY,40-50,1
2016 12 23,Sopot, Sopot,Pułaskiego,RYNEK WTÓRNY,1200000,102.96,12668.6868686869,3,BRAK MP,BARDZO DOBRY,30,1
2016 12 23,Sopot, Sopot,Władysława Łokietka,RYNEK WTÓRNY,800000,75.65,11665.8294778586,2,BRAK MP,BARDZO DOBRY,2015,3
2016 12 23,Sopot, Sopot,Kościuszki,RYNEK WTÓRNY,950000,92.09,11354.8919535237,3,BRAK MP,BARDZO DOBRY,40-50,1
2016 12 23,Gdynia, Śródmieście z Portem,Kilińskiego,RYNEK WTÓRNY,281000,61.67,5713.24793254419,2,BRAK MP,PRZECIĘTNY,40-50,1
2016 12 23,Gdynia, Chwarzno-Wiczlino,Kańskiego,RYNEK WTÓRNY,660000,86.95,8643.58826912018,3,BRAK MP,DOBRY,2015,3
2016 12 23,Gdynia, Dąbrowa,Wiczlińska,RYNEK WTÓRNY,500000,78.51,7448.83454337027,2,BRAK MP,DOBRY,40-50,1
2016 12 23,Gdynia, Kamienna Góra,Marszałka Piłsudskiego Al.,RYNEK WTÓRNY,450000,55.48,9307.57029560202,1,BRAK MP,DOBRY,30-40,1
2016 12 23,Gdynia, Mały Kack,Strzelców,RYNEK WTÓRNY,735000,91.96,9031.83993040453,4,BRAK MP,DOBRY,2010-2015,3
2016 12 23,Gdynia, Mały Kack,Kłajpedzka,RYNEK WTÓRNY,820000,102.91,8981.90652026042,1,BRAK MP,DOBRY,2010-2015,3
2016 12 23,Gdynia, Mały Kack,Parkowa,RYNEK WTÓRNY,760000,109.55,7938.29301688727,2,BRAK MP,DOBRY,2010-2015,3
2016 12 23,Gdynia, Mały Kack,Leśna,RYNEK WTÓRNY,312000,47.33,7856.83498837946,4,BRAK MP,DOBRY,2010-2015,3
2016 12 23,Gdynia, Oksywie,Australijska,RYNEK PIERWOTNY,468457,83.71,6659.00131406045,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Oficerska,RYNEK PIERWOTNY,462962.96,68.57,7872.52384424676,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Oficerska,RYNEK PIERWOTNY,657401.85,92.61,8136.16078177303,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Oficerska,RYNEK PIERWOTNY,680555.56,92.17,8422.38862970598,3,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Bernadowska,RYNEK PIERWOTNY,485695,61.35,9075.38712306438,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Bernadowska,RYNEK PIERWOTNY,504629.63,61.14,9413.50392541708,1,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Bernadowska,RYNEK PIERWOTNY,930555.56,107.78,9637.96214511041,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Orłowo,Kiedronia,RYNEK PIERWOTNY,476050.7,53.65,10083.3308480895,1,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2016 12 23,Gdynia, Redłowo,Redłowska,RYNEK WTÓRNY,680000,80.15,9558.57766687461,1,BRAK MP,BARDZO DOBRY,2010,3
